Doença,Espécie,Ano,Mês,UF,Quantidade de casos
Raiva,BOV,2008,Ago,PA,1
Raiva,BOV,2008,Ago,TO,4
Raiva,BOV,2008,Ago,MT,9
Raiva,BOV,2008,Mar,MT,17
Carbúnculo hemático/Antraz,BOV,2008,Abr,PA,21
Raiva,BOV,2008,Abr,MT,46
Raiva,BOV,2008,Jun,RO,3
Raiva,BOV,2008,Jun,MT,9
Raiva,BOV,2008,Jun,AC,22
Raiva,BOV,2008,Jul,PA,1
Raiva,BOV,2008,Jul,RO,1
Raiva,BOV,2008,Jul,MT,7
Raiva,BOV,2008,Nov,RO,1
Raiva,BOV,2008,Nov,AC,4
Raiva,BOV,2008,Nov,MT,9
Estomatite vesicular,BOV,2008,Nov,TO,12
Raiva,BOV,2008,Nov,TO,12
Raiva,BOV,2008,Nov,PA,22
Raiva,BOV,2008,Mai,MA,1
Raiva,BOV,2008,Mai,PA,1
Raiva,BOV,2008,Mai,TO,4
Raiva,BOV,2008,Mai,RR,8
Raiva,BOV,2008,Mai,MT,22
Raiva,BOV,2008,Jan,MA,2
Raiva,BOV,2008,Jan,TO,3
Raiva,BOV,2008,Jan,RO,7
Raiva,BOV,2008,Jan,PA,29
Raiva,BOV,2008,Jan,MT,54
Raiva,BOV,2008,Fev,AC,1
Raiva,BOV,2008,Fev,MA,2
Estomatite vesicular,BOV,2008,Fev,MT,8
Raiva,BOV,2008,Fev,RO,10
Raiva,BOV,2008,Fev,MT,31
Raiva,BOV,2008,Fev,TO,33
Raiva,BOV,2008,Set,PA,1
Raiva,BOV,2008,Set,RO,1
Estomatite vesicular,BOV,2008,Set,TO,8
Raiva,BOV,2008,Set,TO,8
Raiva,BOV,2008,Set,MT,22
Raiva,BOV,2008,Out,AP,3
Raiva,BOV,2008,Out,RO,3
Raiva,BOV,2008,Out,TO,3
Raiva,BOV,2008,Out,MT,6
Raiva,BOV,2008,Out,PA,11
Raiva,BOV,2008,Dez,MA,2
Raiva,BOV,2008,Dez,TO,11
Raiva,BOV,2008,Dez,MT,17
Raiva,BOV,2009,Ago,PA,1
Raiva,BOV,2009,Ago,RR,2
Raiva,BOV,2009,Ago,RO,4
Raiva,BOV,2009,Ago,MT,6
Raiva,BOV,2009,Ago,TO,10
Raiva,BOV,2009,Mar,MA,1
Raiva,BOV,2009,Mar,PA,4
Raiva,BOV,2009,Mar,TO,8
Raiva,BOV,2009,Mar,RO,17
Raiva,BOV,2009,Mar,MT,45
Raiva,BOV,2009,Abr,PA,2
Raiva,BOV,2009,Abr,MT,16
Raiva,BOV,2009,Abr,TO,19
Raiva,BOV,2009,Jun,RO,14
Raiva,BOV,2009,Jun,MT,23
Raiva,BOV,2009,Jul,PA,1
Raiva,BOV,2009,Jul,RO,1
Raiva,BOV,2009,Jul,TO,3
Raiva,BOV,2009,Jul,MT,22
Raiva,BOV,2009,Nov,TO,3
Raiva,BOV,2009,Nov,MT,65
Raiva,BOV,2009,Mai,PA,1
Raiva,BOV,2009,Mai,TO,2
Raiva,BOV,2009,Mai,MT,19
Raiva,BOV,2009,Mai,RO,22
Raiva,BOV,2009,Jan,RO,1
Estomatite vesicular,BOV,2009,Jan,TO,1
Raiva,BOV,2009,Jan,TO,16
Raiva,BOV,2009,Jan,MT,29
Raiva,BOV,2009,Fev,TO,6
Raiva,BOV,2009,Fev,MT,78
Raiva,BOV,2009,Set,AM,2
Raiva,BOV,2009,Set,TO,11
Raiva,BOV,2009,Set,MT,31
Raiva,BOV,2009,Out,RO,1
Raiva,BOV,2009,Out,TO,9
Raiva,BOV,2009,Out,MT,13
Raiva,BOV,2009,Dez,RO,1
Raiva,BOV,2009,Dez,MT,55
Raiva,BOV,2010,Ago,TO,1
Raiva,BOV,2010,Ago,MA,5
Raiva,BOV,2010,Ago,RO,10
Raiva,BOV,2010,Ago,MT,97
Raiva,BOV,2010,Mar,RO,1
Raiva,BOV,2010,Mar,MA,2
Raiva,BOV,2010,Mar,PA,3
Raiva,BOV,2010,Mar,AC,6
Raiva,BOV,2010,Mar,MT,31
Raiva,BOV,2010,Mar,TO,41
Raiva,BOV,2010,Abr,MT,10
Raiva,BOV,2010,Abr,PA,16
Raiva,BOV,2010,Jun,MT,11
Raiva,BOV,2010,Jun,RO,14
Raiva,BOV,2010,Jun,PA,96
Raiva,BOV,2010,Jul,RO,7
Raiva,BOV,2010,Jul,TO,27
Raiva,BOV,2010,Jul,MT,28
Raiva,BOV,2010,Nov,MT,3
Raiva,BOV,2010,Mai,RO,1
Raiva,BOV,2010,Mai,MT,54
Raiva,BOV,2010,Jan,MA,1
Raiva,BOV,2010,Jan,PA,3
Raiva,BOV,2010,Jan,RO,3
Raiva,BOV,2010,Jan,MT,17
Raiva,BOV,2010,Jan,TO,30
Raiva,BOV,2010,Fev,MA,2
Raiva,BOV,2010,Fev,TO,3
Raiva,BOV,2010,Fev,MT,28
Raiva,BOV,2010,Set,AM,1
Raiva,BOV,2010,Set,MT,57
Raiva,BOV,2010,Out,PA,6
Raiva,BOV,2010,Out,MT,7
Raiva,BOV,2010,Dez,MA,3
Raiva,BOV,2010,Dez,PA,3
Raiva,BOV,2010,Dez,MT,8
Raiva,BOV,2011,Ago,MT,21
Raiva,BOV,2011,Mar,MA,1
Raiva,BOV,2011,Mar,MT,6
Raiva,BOV,2011,Mar,TO,7
Raiva,BOV,2011,Abr,MA,2
Raiva,BOV,2011,Abr,TO,3
Raiva,BOV,2011,Abr,PA,7
Raiva,BOV,2011,Abr,MT,21
Estomatite vesicular,BOV,2011,Jun,TO,1
Raiva,BOV,2011,Jun,TO,5
Raiva,BOV,2011,Jun,PA,11
Raiva,BOV,2011,Jun,MT,38
Raiva,BOV,2011,Jul,PA,24
Raiva,BOV,2011,Jul,MT,55
Raiva,BOV,2011,Nov,MA,6
Raiva,BOV,2011,Nov,TO,23
Raiva,BOV,2011,Nov,MT,26
Raiva,BOV,2011,Mai,MT,32
Raiva,BOV,2011,Jan,MA,1
Raiva,BOV,2011,Jan,PA,12
Raiva,BOV,2011,Jan,MT,15
Raiva,BOV,2011,Fev,MA,1
Raiva,BOV,2011,Fev,TO,1
Raiva,BOV,2011,Fev,MT,4
Raiva,BOV,2011,Set,RO,1
Raiva,BOV,2011,Set,MT,4
Raiva,BOV,2011,Out,MA,1
Raiva,BOV,2011,Out,MT,13
Raiva,BOV,2011,Dez,MT,7
Raiva,BOV,2012,Ago,PA,1
Brucelose (Brucella abortus),BOV,2012,Ago,MT,2
Raiva,BOV,2012,Ago,TO,2
Brucelose (Brucella abortus),BOV,2012,Ago,AM,5
Raiva,BOV,2012,Ago,AC,6
Brucelose (Brucella abortus),BOV,2012,Ago,RR,7
Raiva,BOV,2012,Ago,MT,15
Tuberculose Bovina,BOV,2012,Ago,MA,24
Tuberculose Bovina,BOV,2012,Ago,PA,41
Brucelose (Brucella abortus),BOV,2012,Ago,MA,89
Brucelose (Brucella abortus),BOV,2012,Ago,PA,149
Raiva,BOV,2012,Mar,MA,1
Raiva,BOV,2012,Mar,TO,1
Brucelose (Brucella abortus),BOV,2012,Mar,AM,2
Tuberculose Bovina,BOV,2012,Mar,TO,2
Tuberculose Bovina,BOV,2012,Mar,PA,6
Brucelose (Brucella abortus),BOV,2012,Mar,RR,8
Brucelose (Brucella abortus),BOV,2012,Mar,TO,9
Brucelose (Brucella abortus),BOV,2012,Mar,RO,15
Brucelose (Brucella abortus),BOV,2012,Mar,PA,41
Raiva,BOV,2012,Mar,MT,57
Brucelose (Brucella abortus),BOV,2012,Mar,AC,60
Raiva,BOV,2012,Abr,PA,1
Tuberculose Bovina,BOV,2012,Abr,AC,2
Raiva,BOV,2012,Abr,MA,3
Brucelose (Brucella abortus),BOV,2012,Abr,RO,3
Brucelose (Brucella abortus),BOV,2012,Abr,AC,4
Brucelose (Brucella abortus),BOV,2012,Abr,AM,10
Tuberculose Bovina,BOV,2012,Abr,MA,20
Brucelose (Brucella abortus),BOV,2012,Abr,RR,42
Brucelose (Brucella abortus),BOV,2012,Abr,MA,171
Brucelose (Brucella abortus),BOV,2012,Abr,PA,180
Tuberculose Bovina,BOV,2012,Abr,PA,242
Brucelose (Brucella abortus),BOV,2012,Jun,MT,1
Raiva,BOV,2012,Jun,PA,1
Brucelose (Brucella abortus),BOV,2012,Jun,TO,2
Estomatite vesicular,BOV,2012,Jun,TO,2
Raiva,BOV,2012,Jun,AC,3
Brucelose (Brucella abortus),BOV,2012,Jun,RR,3
Brucelose (Brucella abortus),BOV,2012,Jun,AM,4
Brucelose (Brucella abortus),BOV,2012,Jun,AC,10
Raiva,BOV,2012,Jun,MT,20
Brucelose (Brucella abortus),BOV,2012,Jun,MA,28
Tuberculose Bovina,BOV,2012,Jun,PA,30
Brucelose (Brucella abortus),BOV,2012,Jun,PA,93
Raiva,BOV,2012,Jul,PA,3
Brucelose (Brucella abortus),BOV,2012,Jul,TO,6
Brucelose (Brucella abortus),BOV,2012,Jul,AM,7
Raiva,BOV,2012,Jul,MT,8
Brucelose (Brucella abortus),BOV,2012,Jul,MT,10
Brucelose (Brucella abortus),BOV,2012,Jul,MA,11
Tuberculose Bovina,BOV,2012,Jul,PA,28
Brucelose (Brucella abortus),BOV,2012,Jul,RR,37
Brucelose (Brucella abortus),BOV,2012,Jul,PA,149
Brucelose (Brucella abortus),BOV,2012,Nov,PA,1
Raiva,BOV,2012,Nov,MT,3
Brucelose (Brucella abortus),BOV,2012,Nov,MT,4
Raiva,BOV,2012,Nov,TO,4
Raiva,BOV,2012,Nov,AM,5
Raiva,BOV,2012,Nov,MA,5
Brucelose (Brucella abortus),BOV,2012,Nov,MA,66
Brucelose (Brucella abortus),BOV,2012,Nov,RR,77
Tuberculose Bovina,BOV,2012,Mai,TO,1
Brucelose (Brucella abortus),BOV,2012,Mai,TO,2
Tuberculose Bovina,BOV,2012,Mai,PA,3
Brucelose (Brucella abortus),BOV,2012,Mai,AC,4
Raiva,BOV,2012,Mai,MT,6
Brucelose (Brucella abortus),BOV,2012,Mai,AM,20
Brucelose (Brucella abortus),BOV,2012,Mai,PA,24
Brucelose (Brucella abortus),BOV,2012,Mai,MT,60
Brucelose (Brucella abortus),BOV,2012,Mai,MA,61
Brucelose (Brucella abortus),BOV,2012,Jan,RR,1
Brucelose (Brucella abortus),BOV,2012,Jan,AM,2
Brucelose (Brucella abortus),BOV,2012,Jan,TO,4
Raiva,BOV,2012,Jan,MA,8
Tuberculose Bovina,BOV,2012,Jan,PA,9
Raiva,BOV,2012,Jan,TO,20
Raiva,BOV,2012,Jan,MT,23
Brucelose (Brucella abortus),BOV,2012,Jan,MA,76
Brucelose (Brucella abortus),BOV,2012,Jan,PA,179
Tuberculose Bovina,BOV,2012,Fev,AM,1
Raiva,BOV,2012,Fev,RO,1
Raiva,BOV,2012,Fev,MA,3
Raiva,BOV,2012,Fev,PA,3
Raiva,BOV,2012,Fev,TO,6
Tuberculose Bovina,BOV,2012,Fev,TO,9
Brucelose (Brucella abortus),BOV,2012,Fev,MT,10
Tuberculose Bovina,BOV,2012,Fev,MA,15
Brucelose (Brucella abortus),BOV,2012,Fev,AC,21
Brucelose (Brucella abortus),BOV,2012,Fev,AM,23
Raiva,BOV,2012,Fev,MT,23
Tuberculose Bovina,BOV,2012,Fev,PA,23
Brucelose (Brucella abortus),BOV,2012,Fev,TO,24
Brucelose (Brucella abortus),BOV,2012,Fev,RR,47
Brucelose (Brucella abortus),BOV,2012,Fev,PA,52
Brucelose (Brucella abortus),BOV,2012,Fev,MA,94
Raiva,BOV,2012,Set,TO,1
Raiva,BOV,2012,Set,MA,2
Brucelose (Brucella abortus),BOV,2012,Set,RO,5
Raiva,BOV,2012,Set,MT,6
Brucelose (Brucella abortus),BOV,2012,Set,RR,11
Brucelose (Brucella abortus),BOV,2012,Set,AC,20
Brucelose (Brucella abortus),BOV,2012,Set,AM,30
Tuberculose Bovina,BOV,2012,Set,PA,32
Brucelose (Brucella abortus),BOV,2012,Set,MA,56
Brucelose (Brucella abortus),BOV,2012,Set,PA,313
Tuberculose Bovina,BOV,2012,Out,MA,1
Brucelose (Brucella abortus),BOV,2012,Out,RR,2
Brucelose (Brucella abortus),BOV,2012,Out,TO,3
Raiva,BOV,2012,Out,MT,8
Raiva,BOV,2012,Out,TO,10
Brucelose (Brucella abortus),BOV,2012,Out,MT,21
Brucelose (Brucella abortus),BOV,2012,Out,MA,72
Brucelose (Brucella abortus),BOV,2012,Dez,RO,1
Brucelose (Brucella abortus),BOV,2012,Dez,MA,2
Raiva,BOV,2012,Dez,RO,2
Raiva,BOV,2012,Dez,MT,4
Brucelose (Brucella abortus),BOV,2012,Dez,MT,6
Brucelose (Brucella abortus),BOV,2012,Dez,RR,6
Raiva,BOV,2012,Dez,MA,9
Tuberculose Bovina,BOV,2012,Dez,PA,30
Tuberculose Bovina,BOV,2012,Dez,AM,34
Brucelose (Brucella abortus),BOV,2012,Dez,PA,41
Raiva,BOV,2013,Ago,AC,1
Raiva,BOV,2013,Ago,PA,1
Brucelose (Brucella abortus),BOV,2013,Ago,RO,1
Raiva,BOV,2013,Ago,TO,1
Brucelose (Brucella abortus),BOV,2013,Ago,MA,4
Raiva,BOV,2013,Ago,MT,4
Raiva,BOV,2013,Ago,RO,5
Brucelose (Brucella abortus),BOV,2013,Ago,PA,12
Brucelose (Brucella abortus),BOV,2013,Ago,RR,13
Brucelose (Brucella abortus),BOV,2013,Ago,TO,13
Brucelose (Brucella abortus),BOV,2013,Ago,AC,20
Raiva,BOV,2013,Mar,TO,1
Raiva,BOV,2013,Mar,PA,3
Brucelose (Brucella abortus),BOV,2013,Mar,RR,5
Tuberculose Bovina,BOV,2013,Mar,TO,5
Raiva,BOV,2013,Mar,RO,6
Raiva,BOV,2013,Mar,AC,7
Brucelose (Brucella abortus),BOV,2013,Mar,RO,7
Brucelose (Brucella abortus),BOV,2013,Mar,MA,21
Brucelose (Brucella abortus),BOV,2013,Mar,AC,27
Brucelose (Brucella abortus),BOV,2013,Mar,TO,44
Raiva,BOV,2013,Mar,MT,50
Tuberculose Bovina,BOV,2013,Mar,PA,75
Brucelose (Brucella abortus),BOV,2013,Mar,PA,114
Brucelose (Brucella abortus),BOV,2013,Abr,TO,1
Brucelose (Brucella abortus),BOV,2013,Abr,AM,3
Brucelose (Brucella abortus),BOV,2013,Abr,MA,4
Brucelose (Brucella abortus),BOV,2013,Abr,MT,4
Raiva,BOV,2013,Abr,MT,4
Raiva,BOV,2013,Abr,RO,4
Brucelose (Brucella abortus),BOV,2013,Abr,PA,6
Brucelose (Brucella abortus),BOV,2013,Abr,RO,10
Brucelose (Brucella abortus),BOV,2013,Abr,RR,12
Raiva,BOV,2013,Abr,MA,36
Brucelose (Brucella abortus),BOV,2013,Abr,AC,38
Tuberculose Bovina,BOV,2013,Jun,RO,1
Raiva,BOV,2013,Jun,MA,2
Raiva,BOV,2013,Jun,MT,2
Raiva,BOV,2013,Jun,PA,2
Brucelose (Brucella abortus),BOV,2013,Jun,TO,3
Brucelose (Brucella abortus),BOV,2013,Jun,RO,10
Brucelose (Brucella abortus),BOV,2013,Jun,RR,14
Brucelose (Brucella abortus),BOV,2013,Jun,AC,22
Tuberculose Bovina,BOV,2013,Jun,PA,42
Brucelose (Brucella abortus),BOV,2013,Jun,PA,255
Raiva,BOV,2013,Jul,MA,1
Raiva,BOV,2013,Jul,PA,1
Carbúnculo hemático/Antraz,BOV,2013,Jul,RO,1
Tuberculose Bovina,BOV,2013,Jul,RO,1
Tuberculose Bovina,BOV,2013,Jul,PA,2
Brucelose (Brucella abortus),BOV,2013,Jul,RR,2
Tuberculose Bovina,BOV,2013,Jul,MA,5
Brucelose (Brucella abortus),BOV,2013,Jul,AM,11
Raiva,BOV,2013,Jul,MT,12
Brucelose (Brucella abortus),BOV,2013,Jul,AC,31
Brucelose (Brucella abortus),BOV,2013,Jul,RO,31
Brucelose (Brucella abortus),BOV,2013,Jul,PA,224
Tuberculose Bovina,BOV,2013,Nov,AM,1
Brucelose (Brucella abortus),BOV,2013,Nov,AM,2
Raiva,BOV,2013,Nov,PA,4
Tuberculose Bovina,BOV,2013,Nov,PA,5
Raiva,BOV,2013,Nov,MA,7
Raiva,BOV,2013,Nov,MT,8
Brucelose (Brucella abortus),BOV,2013,Nov,AP,9
Brucelose (Brucella abortus),BOV,2013,Nov,RR,9
Brucelose (Brucella abortus),BOV,2013,Nov,RO,10
Brucelose (Brucella abortus),BOV,2013,Nov,MT,11
Brucelose (Brucella abortus),BOV,2013,Nov,AC,15
Brucelose (Brucella abortus),BOV,2013,Nov,PA,21
Brucelose (Brucella abortus),BOV,2013,Nov,MA,544
Brucelose (Brucella abortus),BOV,2013,Mai,MA,1
Raiva,BOV,2013,Mai,PA,1
Raiva,BOV,2013,Mai,RO,1
Brucelose (Brucella abortus),BOV,2013,Mai,RR,8
Brucelose (Brucella abortus),BOV,2013,Mai,AC,16
Raiva,BOV,2013,Mai,TO,17
Raiva,BOV,2013,Mai,MT,18
Brucelose (Brucella abortus),BOV,2013,Mai,PA,45
Raiva,BOV,2013,Jan,PA,1
Brucelose (Brucella abortus),BOV,2013,Jan,TO,3
Brucelose (Brucella abortus),BOV,2013,Jan,AC,5
Brucelose (Brucella abortus),BOV,2013,Jan,RR,7
Brucelose (Brucella abortus),BOV,2013,Jan,MA,8
Raiva,BOV,2013,Jan,MA,12
Raiva,BOV,2013,Jan,MT,26
Brucelose (Brucella abortus),BOV,2013,Jan,PA,107
Brucelose (Brucella abortus),BOV,2013,Fev,AM,1
Brucelose (Brucella abortus),BOV,2013,Fev,PA,1
Raiva,BOV,2013,Fev,PA,1
Raiva,BOV,2013,Fev,MT,3
Tuberculose Bovina,BOV,2013,Fev,TO,3
Brucelose (Brucella abortus),BOV,2013,Fev,TO,4
Brucelose (Brucella abortus),BOV,2013,Fev,MA,28
Raiva,BOV,2013,Fev,MA,36
Brucelose (Brucella abortus),BOV,2013,Fev,AC,41
Brucelose (Brucella abortus),BOV,2013,Fev,RR,138
Raiva,BOV,2013,Set,MA,1
Tuberculose Bovina,BOV,2013,Set,MA,1
Raiva,BOV,2013,Set,PA,1
Raiva,BOV,2013,Set,TO,1
Raiva,BOV,2013,Set,AC,2
Brucelose (Brucella abortus),BOV,2013,Set,PA,2
Brucelose (Brucella abortus),BOV,2013,Set,RO,2
Raiva,BOV,2013,Set,RO,3
Brucelose (Brucella abortus),BOV,2013,Set,RR,5
Brucelose (Brucella abortus),BOV,2013,Set,TO,7
Brucelose (Brucella abortus),BOV,2013,Set,AP,8
Brucelose (Brucella abortus),BOV,2013,Set,MT,12
Brucelose (Brucella abortus),BOV,2013,Set,AC,16
Raiva,BOV,2013,Set,MT,25
Brucelose (Brucella abortus),BOV,2013,Set,MA,57
Brucelose (Brucella abortus),BOV,2013,Out,AP,1
Raiva,BOV,2013,Out,PA,1
Brucelose (Brucella abortus),BOV,2013,Out,MT,2
Raiva,BOV,2013,Out,TO,2
Brucelose (Brucella abortus),BOV,2013,Out,AM,4
Raiva,BOV,2013,Out,MA,4
Brucelose (Brucella abortus),BOV,2013,Out,RO,5
Brucelose (Brucella abortus),BOV,2013,Out,AC,16
Brucelose (Brucella abortus),BOV,2013,Out,PA,17
Raiva,BOV,2013,Out,MT,18
Brucelose (Brucella abortus),BOV,2013,Out,MA,66
Brucelose (Brucella abortus),BOV,2013,Dez,AP,1
Tuberculose Bovina,BOV,2013,Dez,AP,1
Tuberculose Bovina,BOV,2013,Dez,MA,1
Raiva,BOV,2013,Dez,PA,1
Brucelose (Brucella abortus),BOV,2013,Dez,AM,3
Raiva,BOV,2013,Dez,TO,8
Raiva,BOV,2013,Dez,MT,9
Brucelose (Brucella abortus),BOV,2013,Dez,MT,14
Brucelose (Brucella abortus),BOV,2013,Dez,RR,20
Brucelose (Brucella abortus),BOV,2013,Dez,PA,21
Brucelose (Brucella abortus),BOV,2013,Dez,AC,66
Brucelose (Brucella abortus),BOV,2013,Dez,MA,75
Raiva,BOV,2014,Ago,PA,1
Tuberculose Bovina,BOV,2014,Ago,AM,2
Raiva,BOV,2014,Ago,MA,2
Brucelose (Brucella abortus),BOV,2014,Ago,RO,2
Brucelose (Brucella abortus),BOV,2014,Ago,TO,2
Brucelose (Brucella abortus),BOV,2014,Ago,AM,3
Brucelose (Brucella abortus),BOV,2014,Ago,MT,4
Brucelose (Brucella abortus),BOV,2014,Ago,RR,5
Raiva,BOV,2014,Ago,TO,6
Raiva,BOV,2014,Ago,MT,7
Brucelose (Brucella abortus),BOV,2014,Ago,PA,8
Brucelose (Brucella abortus),BOV,2014,Ago,MA,22
Encefalopatia espongiforme bovina,BOV,2014,Mar,MT,1
Raiva,BOV,2014,Mar,RO,2
Brucelose (Brucella abortus),BOV,2014,Mar,AC,7
Raiva,BOV,2014,Mar,MA,8
Raiva,BOV,2014,Mar,TO,8
Brucelose (Brucella abortus),BOV,2014,Mar,RR,9
Raiva,BOV,2014,Mar,MT,11
Tuberculose Bovina,BOV,2014,Mar,PA,13
Brucelose (Brucella abortus),BOV,2014,Mar,MA,18
Brucelose (Brucella abortus),BOV,2014,Mar,PA,222
Raiva,BOV,2014,Abr,AC,1
Brucelose (Brucella abortus),BOV,2014,Abr,AP,1
Raiva,BOV,2014,Abr,PA,1
Brucelose (Brucella abortus),BOV,2014,Abr,AM,4
Tuberculose Bovina,BOV,2014,Abr,RO,4
Brucelose (Brucella abortus),BOV,2014,Abr,AC,8
Brucelose (Brucella abortus),BOV,2014,Abr,RR,9
Brucelose (Brucella abortus),BOV,2014,Abr,MA,34
Raiva,BOV,2014,Jun,MT,2
Tuberculose Bovina,BOV,2014,Jun,RO,4
Brucelose (Brucella abortus),BOV,2014,Jun,AM,9
Brucelose (Brucella abortus),BOV,2014,Jun,RR,9
Brucelose (Brucella abortus),BOV,2014,Jun,PA,10
Brucelose (Brucella abortus),BOV,2014,Jun,AC,14
Brucelose (Brucella abortus),BOV,2014,Jun,MA,26
Brucelose (Brucella abortus),BOV,2014,Jul,MT,1
Raiva,BOV,2014,Jul,PA,1
Tuberculose Bovina,BOV,2014,Jul,RO,3
Raiva,BOV,2014,Jul,TO,3
Brucelose (Brucella abortus),BOV,2014,Jul,PA,10
Brucelose (Brucella abortus),BOV,2014,Jul,MA,12
Brucelose (Brucella abortus),BOV,2014,Jul,RR,31
Estomatite vesicular,BOV,2014,Jul,MT,38
Brucelose (Brucella abortus),BOV,2014,Jul,AC,147
Raiva,BOV,2014,Nov,PA,3
Raiva,BOV,2014,Nov,RO,3
Raiva,BOV,2014,Nov,TO,3
Tuberculose Bovina,BOV,2014,Nov,RO,4
Tuberculose Bovina,BOV,2014,Nov,PA,5
Brucelose (Brucella abortus),BOV,2014,Nov,PA,10
Brucelose (Brucella abortus),BOV,2014,Nov,RR,14
Raiva,BOV,2014,Nov,MT,18
Brucelose (Brucella abortus),BOV,2014,Nov,MA,26
Brucelose (Brucella abortus),BOV,2014,Nov,AC,31
Tuberculose Bovina,BOV,2014,Mai,AM,1
Brucelose (Brucella abortus),BOV,2014,Mai,TO,1
Brucelose (Brucella abortus),BOV,2014,Mai,AP,2
Tuberculose Bovina,BOV,2014,Mai,RO,3
Raiva,BOV,2014,Mai,MT,5
Brucelose (Brucella abortus),BOV,2014,Mai,RR,16
Brucelose (Brucella abortus),BOV,2014,Mai,MA,26
Brucelose (Brucella abortus),BOV,2014,Mai,AM,42
Raiva,BOV,2014,Jan,MA,2
Tuberculose Bovina,BOV,2014,Jan,MT,2
Brucelose (Brucella abortus),BOV,2014,Jan,TO,2
Tuberculose Bovina,BOV,2014,Jan,MA,3
Raiva,BOV,2014,Jan,TO,4
